features,label
"[-452.6007080078125, 24.614761352539062, -34.68983840942383, -2.3952713012695312, -17.476295471191406, -31.561906814575195, -13.166592597961426, -30.873920440673828, -14.8356294631958, -7.9300360679626465, -13.505243301391602, -9.543102264404297, -16.340965270996094, 0.5837746262550354, -14.956942558288574, -0.6691111326217651, 1.3616447448730469, 8.65507698059082, 14.584041595458984, 21.13475799560547, 16.209089279174805, 11.7418794631958, -1.4198411703109741, -5.4287638664245605, -7.317266464233398, -0.08213309943675995, -0.1582327038049698, -3.823993444442749, -8.673042297363281, -8.28046703338623, -2.5578973293304443, 5.492753505706787, -1.3858909606933594, -5.911829471588135, -5.190412521362305, 3.5136513710021973, -2.90134596824646, 1.976548671722412, 6.264467239379883, 11.253373146057129]",sad
"[-584.0556640625, 98.87650299072266, 3.623569965362549, 29.007911682128906, 6.379138946533203, -9.017374038696289, -17.043899536132812, -6.180035591125488, -14.402081489562988, -11.744136810302734, -2.4158785343170166, -11.557136535644531, -11.686490058898926, 0.06711302697658539, -9.05289077758789, -0.15534937381744385, -8.838915824890137, -6.385315418243408, -0.366167813539505, -4.027151584625244, -12.11121940612793, -5.168437480926514, -12.275055885314941, -1.1009737253189087, -8.725549697875977, 3.2518539428710938, -2.2982101440429688, -3.533878803253174, 0.9911759495735168, -0.4021543562412262, 2.453493118286133, 2.55586314201355, 3.324815034866333, 6.8725080490112305, 7.710639953613281, 5.910882949829102, 3.5070877075195312, 6.371842861175537, 11.260473251342773, 16.615005493164062]",sad
"[-476.1744689941406, 30.49282455444336, -54.815093994140625, -2.6187045574188232, -19.928342819213867, -31.61464500427246, -14.982660293579102, -30.744102478027344, -11.409225463867188, 0.6142719984054565, -22.28443145751953, 3.737898111343384, -13.826828956604004, -20.188047409057617, 2.8553617000579834, -15.228511810302734, 0.010542649775743484, 16.69542121887207, 14.58055305480957, 24.079416275024414, 22.042667388916016, 9.874467849731445, 3.5034868717193604, -5.262701034545898, -5.919295310974121, 1.4978206157684326, -1.3776954412460327, 4.022971153259277, -13.01144790649414, -4.021110534667969, -4.376767635345459, 7.7621846199035645, -0.8337856531143188, 1.0144728422164917, -1.6210360527038574, 8.04833984375, 2.4459164142608643, 1.9692474603652954, 2.901355743408203, 12.557337760925293]",sad
"[-555.3390502929688, 79.95923614501953, -12.469844818115234, 18.028553009033203, 16.42937660217285, -17.602764129638672, -25.88194465637207, -7.45241117477417, -21.45939064025879, -4.5455451011657715, -10.568740844726562, -9.576842308044434, -3.5409727096557617, -9.639488220214844, -9.760009765625, -3.8417882919311523, -11.03388786315918, -1.8045731782913208, -6.132644176483154, -4.442702293395996, -10.778158187866211, -4.951084613800049, -6.6815900802612305, -11.161140441894531, -4.340158462524414, -0.4204708933830261, -7.74571418762207, -0.27429187297821045, -1.727805495262146, -2.6220710277557373, -0.33797043561935425, 8.00232982635498, 7.464184761047363, 10.846651077270508, 7.724949359893799, 5.734755992889404, 4.330370903015137, 9.912700653076172, 10.088903427124023, 13.219348907470703]",sad
"[-503.1455383300781, 32.00968933105469, -28.48272705078125, 8.319358825683594, -11.173931121826172, -31.71734619140625, 2.972287893295288, -37.169002532958984, -17.084964752197266, 0.7664657831192017, -11.05644702911377, -3.812105417251587, -3.823427438735962, -3.7043724060058594, -2.2378342151641846, 0.7720035910606384, 8.556524276733398, 18.477872848510742, 17.703643798828125, 28.019081115722656, 16.82555389404297, 13.026905059814453, -0.8225199580192566, 1.0326414108276367, -5.0503363609313965, 5.922077655792236, 1.5168074369430542, 1.1608492136001587, -5.23836088180542, -3.6104280948638916, -3.062501907348633, 8.940373420715332, 1.8893499374389648, -2.168206214904785, -2.9487648010253906, 8.614569664001465, 3.7371201515197754, 0.32315298914909363, 4.258640289306641, 14.135372161865234]",sad
"[-577.7600708007812, 81.5534896850586, -11.591225624084473, 20.11644744873047, 10.597894668579102, -3.5549256801605225, -15.80887508392334, -12.200586318969727, -12.47830867767334, -6.7734527587890625, -10.675835609436035, -10.652886390686035, -6.632973670959473, -4.006089687347412, -10.360588073730469, -1.368349313735962, -3.073758602142334, -8.250946044921875, -7.145086765289307, -0.056263379752635956, -10.081217765808105, -2.7113146781921387, -12.620158195495605, -1.7643616199493408, -6.0351715087890625, -5.148902416229248, -5.470191955566406, -2.4467484951019287, -3.47812819480896, -1.5905756950378418, -1.5951995849609375, 0.43375125527381897, -1.8059152364730835, 1.1699326038360596, 1.9539237022399902, 5.316257476806641, 3.9367730617523193, 4.44633150100708, 8.838318824768066, 13.61598014831543]",sad
"[-455.3751220703125, 45.56123733520508, -6.624044418334961, 8.329217910766602, -11.406285285949707, -22.188440322875977, -20.745113372802734, -26.248762130737305, -18.261404037475586, -5.367271900177002, -17.91922950744629, -12.663280487060547, -2.4121360778808594, -8.50950813293457, 4.959661483764648, 4.4760284423828125, -0.8257566094398499, 23.309267044067383, 16.897357940673828, 14.621234893798828, 15.00894832611084, 13.209104537963867, 0.8934376835823059, 0.9918926358222961, -7.883873462677002, -2.9010002613067627, -4.925199508666992, 5.459740161895752, -6.601187705993652, -8.36872386932373, -2.5970571041107178, 4.413448810577393, 0.9941076636314392, -0.09231638163328171, -4.641153812408447, 0.948920488357544, 0.32449668645858765, -0.8609997034072876, 3.8167307376861572, 9.56301498413086]",sad
"[-437.2829284667969, 73.49172973632812, -0.40993160009384155, 5.0861639976501465, -2.6487817764282227, -3.21355938911438, -12.314352035522461, -10.335472106933594, -15.456884384155273, -14.186256408691406, -1.0212562084197998, -5.723055362701416, -7.180178642272949, -8.542407035827637, -12.87983226776123, 4.5564470291137695, -12.355611801147461, -9.18380069732666, -1.4532275199890137, -6.956445217132568, -13.871877670288086, -4.558847427368164, -5.790253162384033, -9.052001953125, -8.752371788024902, -3.7288525104522705, -8.291666984558105, -4.886636734008789, -6.844100475311279, -4.078707218170166, 1.451014518737793, 3.182954788208008, 2.6570303440093994, 4.988883018493652, -5.176975727081299, -3.413407564163208, -2.091914415359497, 6.74913215637207, 15.355127334594727, 24.907602310180664]",sad
"[-418.4088439941406, 39.191226959228516, -35.15618896484375, -12.257450103759766, -9.791074752807617, -28.346412658691406, -13.355945587158203, -20.19780921936035, -26.90521240234375, 0.6625651717185974, -17.734752655029297, -5.9232563972473145, -7.5639214515686035, -8.548665046691895, 0.3777226507663727, -8.052796363830566, -8.34365177154541, 9.284303665161133, 9.87802505493164, 20.934812545776367, 22.213289260864258, 16.515485763549805, -2.609151601791382, -1.0078984498977661, -8.976715087890625, 2.723755359649658, 3.602372646331787, 2.0535733699798584, -4.593321800231934, -6.622457027435303, -1.6693074703216553, 1.2375075817108154, -1.897206425666809, -4.749789714813232, -7.5137553215026855, -0.18599286675453186, -0.25842714309692383, 0.9426907300949097, 1.5828578472137451, 6.201201438903809]",sad
"[-542.6598510742188, 94.03328704833984, -16.76750373840332, 15.132015228271484, -0.5391646027565002, -7.501441478729248, -24.973621368408203, -9.769928932189941, -18.20620346069336, -10.621235847473145, 5.056404113769531, -13.240565299987793, -0.7221771478652954, 1.9284756183624268, -9.747017860412598, -0.12651561200618744, -8.267417907714844, -13.335906982421875, 3.100292921066284, -3.6190452575683594, -10.569782257080078, -0.4707794785499573, -7.4668354988098145, -8.370526313781738, -5.814324855804443, 0.3109986484050751, -6.8122172355651855, -4.036108493804932, -2.077631711959839, -3.366243362426758, -2.8381881713867188, 4.2634782791137695, -0.8049572110176086, 2.918605327606201, -1.85061514377594, 1.1472364664077759, -1.7317862510681152, 5.606866836547852, 11.099594116210938, 20.288419723510742]",sad
"[-506.91046142578125, 32.48776626586914, -27.434856414794922, 3.3540544509887695, -15.48570442199707, -28.00832748413086, -5.549720764160156, -25.136707305908203, -7.202462196350098, -8.662320137023926, -11.342068672180176, -6.270265102386475, -10.351811408996582, -1.6480827331542969, -5.85391902923584, -0.09906123578548431, 2.266613006591797, 11.893655776977539, 13.263313293457031, 21.2070369720459, 21.435914993286133, 12.290472984313965, 4.185920715332031, -2.562375545501709, -5.610886573791504, 1.1006553173065186, 3.6570754051208496, -1.3388761281967163, -9.097004890441895, -6.8211669921875, -3.073734760284424, 7.080305576324463, -3.541363477706909, -5.1544413566589355, -3.2098844051361084, 3.2353272438049316, 0.21038107573986053, 0.40576112270355225, 3.112703323364258, 11.194208145141602]",sad
"[-475.9130859375, 84.03604125976562, -16.772918701171875, 21.71898651123047, 5.960626125335693, -12.945294380187988, -8.274910926818848, -10.271029472351074, -22.286863327026367, 2.1407954692840576, -9.53853988647461, -4.098814964294434, -6.838774681091309, -12.202844619750977, -2.153244972229004, -3.1144235134124756, -6.57187032699585, -2.4124131202697754, -5.17990255355835, -5.753267765045166, -10.853721618652344, -1.3153655529022217, -4.836973190307617, -6.056332111358643, -3.2258334159851074, 0.2543344497680664, -7.519712448120117, 0.039417561143636703, -6.775884628295898, 1.2240303754806519, -1.713570237159729, 1.343330979347229, 3.97955322265625, 1.907368779182434, 0.5186715722084045, 1.6269240379333496, -0.9903755784034729, 4.7490739822387695, 12.12921142578125, 17.621397018432617]",sad
"[-502.47564697265625, 39.26821517944336, -9.59948444366455, 4.901470184326172, -8.104276657104492, -27.690114974975586, -17.444568634033203, -22.97418212890625, -18.064224243164062, -2.062819480895996, -22.38142204284668, -17.40959358215332, 1.710471749305725, -12.141393661499023, -9.36781120300293, 0.005053241271525621, 0.22240987420082092, 10.199501991271973, 12.020581245422363, 16.882368087768555, 19.78805923461914, 13.122637748718262, 2.9601669311523438, 2.410958766937256, -16.728830337524414, -0.5258813500404358, -3.2719998359680176, 1.2236109972000122, -9.203415870666504, -12.650642395019531, -11.806753158569336, 2.7495391368865967, 1.9908231496810913, -4.211637496948242, -7.700272083282471, 0.7008490562438965, 0.1919746994972229, -2.2187840938568115, -3.979797840118408, 13.227272033691406]",sad
"[-348.9045715332031, 60.213130950927734, -37.93314743041992, 12.8291015625, 1.556197166442871, -5.033653736114502, -14.747153282165527, -8.624288558959961, -31.321834564208984, -6.575966835021973, -3.38092041015625, -16.78925132751465, 4.7858428955078125, -6.586491584777832, -19.09539794921875, 7.251047134399414, -11.570873260498047, -10.996307373046875, -4.265532970428467, -2.1368765830993652, -8.092230796813965, -2.4903767108917236, -8.544196128845215, -3.2153496742248535, -9.210148811340332, 0.9394094347953796, -7.338176727294922, -2.7763893604278564, -7.666566848754883, -5.922837734222412, -0.8856406211853027, -2.5330350399017334, 4.779102325439453, 3.5190181732177734, 0.18490177392959595, 3.4269394874572754, 3.044764995574951, 12.529438972473145, 19.789159774780273, 21.81315803527832]",sad
"[-509.01873779296875, 80.3365249633789, -9.779256820678711, 16.344154357910156, 2.613980293273926, 0.3085167407989502, -21.797807693481445, -10.617959022521973, -18.253952026367188, -17.965810775756836, -2.8935227394104004, -11.152128219604492, -4.547644138336182, -4.088131904602051, -6.473697185516357, -0.9194281697273254, -3.76533579826355, -1.415389060974121, -7.8886213302612305, 0.9755213856697083, -7.621914386749268, -9.493969917297363, -0.6722446084022522, -3.3531177043914795, -11.700865745544434, 4.5681471824646, -4.513579845428467, -2.266960620880127, -0.0242767333984375, -1.4541292190551758, 0.4080745279788971, -0.4589204788208008, 6.785385608673096, 6.321688652038574, 6.717896461486816, 2.102933645248413, 1.4743181467056274, 4.266149520874023, 11.727319717407227, 19.320661544799805]",sad
"[-546.4345092773438, 27.470443725585938, -18.830917358398438, -3.100989580154419, -20.761199951171875, -25.32875633239746, -15.8113431930542, -24.263195037841797, -38.33786392211914, -2.398188829421997, -24.625843048095703, -11.104171752929688, -9.621804237365723, -10.750309944152832, -4.235632419586182, -6.563229084014893, 6.451577663421631, 20.469161987304688, 11.989486694335938, 22.71417236328125, 15.677751541137695, 10.303167343139648, 1.5882221460342407, 1.784568190574646, -9.295964241027832, -0.08758515864610672, -1.7182066440582275, -1.2059375047683716, -6.582672119140625, -4.097209453582764, -3.8252248764038086, 4.504852771759033, -1.1443604230880737, -2.2409257888793945, -4.380491733551025, 1.8719958066940308, 0.8733686208724976, -0.8285808563232422, 1.767977237701416, 5.136251449584961]",sad
"[-401.50775146484375, 90.01565551757812, -25.984235763549805, 2.46557354927063, 13.24993896484375, -13.401403427124023, -34.28556442260742, -1.6430892944335938, -36.90018081665039, -20.434398651123047, 5.34714937210083, -16.55059051513672, -12.239606857299805, -4.4356584548950195, -8.359819412231445, -1.8145509958267212, -4.586413383483887, -12.272821426391602, 1.3855390548706055, -11.797618865966797, -4.246585369110107, -7.34306001663208, -7.238997936248779, -1.844948649406433, -11.439464569091797, -6.375824928283691, -5.192245006561279, -4.830833911895752, -5.434241771697998, -0.35093823075294495, 5.345729351043701, -4.064382553100586, 0.32167550921440125, 6.333994388580322, -6.869033336639404, 4.066079139709473, 2.008277177810669, 9.186941146850586, 7.08503532409668, 14.109481811523438]",sad
"[-410.3053283691406, 11.97501277923584, -21.497568130493164, -7.680108070373535, -7.271605491638184, -19.597532272338867, -19.124126434326172, -17.237960815429688, -38.3856201171875, -3.4854235649108887, -11.240743637084961, -21.971403121948242, -8.79840087890625, -8.202653884887695, -0.8662845492362976, 0.7937532663345337, 0.33993202447891235, 21.49100685119629, 11.14804744720459, 13.743538856506348, 13.694894790649414, 13.460287094116211, 2.7455804347991943, -1.2754173278808594, -11.579700469970703, -5.734004974365234, 3.5487420558929443, 3.2973971366882324, -11.781805038452148, -6.9936323165893555, 0.812466561794281, 10.498601913452148, 1.1294950246810913, -7.584986209869385, -8.551017761230469, 3.1814138889312744, -2.1279618740081787, -3.3095765113830566, 3.085275650024414, 14.009296417236328]",sad
"[-474.83966064453125, 86.27664184570312, -26.272336959838867, 13.960931777954102, 8.972862243652344, -9.660385131835938, -5.213833332061768, -12.602072715759277, -9.651019096374512, -13.689828872680664, -1.1571228504180908, -6.1186842918396, -3.984295129776001, -7.513727188110352, -4.263303756713867, 3.6768784523010254, -15.895098686218262, -0.40673378109931946, -8.374072074890137, -6.941853046417236, -9.927281379699707, -3.394183397293091, -5.77911376953125, -5.311367988586426, -7.65140962600708, -0.09300785511732101, -7.856752395629883, -4.697822570800781, -7.125828266143799, -3.3121423721313477, -0.07425091415643692, 6.699632167816162, 5.235203266143799, 7.631298542022705, 1.4571746587753296, -1.8568960428237915, -0.9488404393196106, 6.924096584320068, 10.691849708557129, 18.155597686767578]",sad
